Data,N,Pearson Train,Spearman Train,Pearson Test,Spearman Test,,,,,,,,
springxd,2,0.479027433,0.573256564,0.430672948,0.415424889,,,,,,,,
springxd,2,0.469274275,0.565280566,0.394652989,0.389019151,,,,,,,,
springxd,3,0.489061194,0.590511679,0.414764297,0.416803599,,,,,,,,
springxd,3,0.487855347,0.58944754,0.394930869,0.386165851,,,,,,,,
springxd,3,0.481365492,0.587177466,0.393312187,0.386617167,,,,,,,,
springxd,3,0.488980799,0.591773028,0.400529431,0.397880169,,,,,,,,
springxd,3,0.48176588,0.590838992,0.417043646,0.416783969,,,,,,,,
springxd,3,0.480067533,0.58566023,0.397230478,0.396340371,,,,,,,,
springxd,3,0.485618248,0.588153853,0.397730596,0.398036582,,,,,,,,
springxd,3,0.482721331,0.58981731,0.416268908,0.417877981,,,,,,,,
springxd,3,0.48437841,0.589193556,0.38432027,0.3819359,,,,,,,,
springxd,3,0.482616362,0.589271949,0.417182481,0.411251578,,,,,,,,
springxd,4,0.482817754,0.598497459,0.409906969,0.419930533,,,,,,,,
springxd,4,0.485769139,0.594380067,0.407427834,0.397976487,,,,,,,,
springxd,4,0.489031327,0.597944758,0.404532607,0.400987369,,,,,,,,
springxd,4,0.485849226,0.594241419,0.389237372,0.390336842,,,,,,,,
springxd,4,0.487177464,0.599236018,0.408244441,0.407285053,,,,,,,,
springxd,4,0.487421632,0.597861982,0.403249018,0.390144328,,,,,,,,
springxd,4,0.488272399,0.596530458,0.394584517,0.386935558,,,,,,,,
springxd,4,0.483882522,0.597930141,0.387109013,0.396765689,,,,,,,,
springxd,4,0.486192158,0.598638355,0.405019839,0.405759476,,,,,,,,
springxd,4,0.493115196,0.596965923,0.397215294,0.405916063,,,,,,,,
springxd,5,0.493071759,0.605228837,0.406730073,0.402026749,,,,,,,,
springxd,5,0.494568026,0.604722226,0.417219349,0.41425384,,,,,,,,
springxd,5,0.496077877,0.604487318,0.390265824,0.387217183,,,,,,,,
springxd,5,0.487005979,0.604541739,0.412732508,0.406515765,,,,,,,,
springxd,5,0.492138788,0.605012834,0.394629034,0.397520215,,,,,,,,
springxd,5,0.489866245,0.605247206,0.389568525,0.389621139,,,,,,,,
springxd,5,0.493184629,0.60492264,0.426040028,0.428327009,,,,,,,,
springxd,5,0.495587286,0.602687404,0.415819953,0.40951424,,,,,,,,
springxd,5,0.493802821,0.604260614,0.393241016,0.393642035,,,,,,,,
springxd,5,0.494980717,0.604931096,0.411846307,0.417743171,,,,,,,,
springxd,10,0.499324064,0.621018709,0.400422633,0.404757925,0.500205492,0.619729993,0.390997533,0.396028866,,,,
springxd,10,0.499659621,0.618836849,0.377870472,0.390453244,,,,,,,,
springxd,10,0.500624377,0.619017117,0.388894484,0.392903823,,,,,,,,
springxd,10,0.499751669,0.620632331,0.388727546,0.404104061,,,,,,,,
springxd,10,0.502132091,0.620911368,0.381222818,0.387278237,,,,,,,,
springxd,10,0.500255787,0.618201533,0.400410314,0.400808989,,,,,,,,
springxd,10,0.500014983,0.620276942,0.394686916,0.399595643,,,,,,,,
springxd,10,0.50094266,0.618196614,0.399784585,0.404478987,,,,,,,,
springxd,10,0.499733844,0.620152518,0.391504612,0.391870934,,,,,,,,
springxd,10,0.499615819,0.620055949,0.386450951,0.38403682,,,,,,,,
talenddataquality,1,0.473665143,0.536904849,0.314485852,0.296333014,0.477768178,0.554018358,0.298255385,0.297255323,,,,
talenddataquality,1,0.470948124,0.555002431,0.318859156,0.340346784,,,,,,,,
talenddataquality,1,0.48327528,0.557459379,0.29038548,0.296115911,,,,,,,,
talenddataquality,1,0.480213181,0.555835358,0.289050251,0.266221763,,,,,,,,
talenddataquality,1,0.469968513,0.551582915,0.302634588,0.293951313,,,,,,,,
talenddataquality,1,0.480630698,0.558146155,0.318943938,0.345449593,,,,,,,,
talenddataquality,1,0.477103776,0.550445309,0.319160251,0.307484289,,,,,,,,
talenddataquality,1,0.474507635,0.557971709,0.310778505,0.291974268,,,,,,,,
talenddataquality,1,0.488130695,0.558986624,0.26039664,0.247867453,,,,,,,,
talenddataquality,1,0.479238736,0.557848855,0.257859188,0.286808845,,,,,,,,
talenddataquality,2,0.517085457,0.59178651,0.328661187,0.299232896,,,,,,,,
talenddataquality,2,0.510948777,0.603956094,0.312550712,0.340931091,,,,,,,,
talenddataquality,2,0.510791137,0.604573674,0.323181211,0.290029407,,,,,,,,
talenddataquality,2,0.512916286,0.601376755,0.299034103,0.297153443,,,,,,,,
talenddataquality,2,0.515804915,0.598055705,0.314660597,0.350980463,,,,,,,,
talenddataquality,2,0.504777059,0.592124275,0.328093893,0.32473933,,,,,,,,
talenddataquality,2,0.526987949,0.609422564,0.342671309,0.36310373,,,,,,,,
talenddataquality,2,0.517567906,0.604982557,0.331130181,0.332867834,,,,,,,,
talenddataquality,2,0.520015801,0.598249432,0.351204583,0.363324637,,,,,,,,
talenddataquality,2,0.517034714,0.604920253,0.351642783,0.332382424,,,,,,,,
talenddataquality,3,0.542030757,0.630036941,0.336570789,0.335481561,,,,,,,,
talenddataquality,3,0.532909738,0.621341015,0.283165725,0.274550108,,,,,,,,
talenddataquality,3,0.543504638,0.626070722,0.356325174,0.370507191,,,,,,,,
talenddataquality,3,0.539046707,0.633478048,0.31959047,0.313843488,,,,,,,,
talenddataquality,3,0.547439997,0.629068135,0.305673087,0.297762912,,,,,,,,
talenddataquality,3,0.541861395,0.626504165,0.291106047,0.309961375,,,,,,,,
talenddataquality,3,0.539156158,0.627126495,0.33613207,0.33073513,,,,,,,,
talenddataquality,3,0.547271636,0.632926724,0.320366107,0.340533458,,,,,,,,
talenddataquality,3,0.545654295,0.627935216,0.299973996,0.308846598,,,,,,,,
talenddataquality,3,0.53878265,0.633596669,0.321678459,0.321982233,,,,,,,,
talenddataquality,4,0.557471039,0.645642646,0.298759462,0.318446256,,,,,,,,
talenddataquality,4,0.562456116,0.647119512,0.338474252,0.338173117,,,,,,,,
talenddataquality,4,0.558319153,0.65116851,0.324817134,0.347912049,,,,,,,,
talenddataquality,4,0.550719913,0.637472706,0.300884702,0.321128742,,,,,,,,
talenddataquality,4,0.550832658,0.646336961,0.299602141,0.311822846,,,,,,,,
talenddataquality,4,0.557539555,0.646351818,0.294245524,0.308732195,,,,,,,,
talenddataquality,4,0.556326193,0.651516399,0.309512026,0.322551325,,,,,,,,
talenddataquality,4,0.553850801,0.647613663,0.316825602,0.340692336,,,,,,,,
talenddataquality,4,0.560891031,0.643208151,0.336550701,0.360783181,,,,,,,,
talenddataquality,4,0.549425952,0.649640032,0.339498355,0.33633593,,,,,,,,
talenddataquality,5,0.559495301,0.655302772,0.317224829,0.325888925,,,,,,,,
talenddataquality,5,0.568798667,0.660244929,0.316181632,0.334408625,,,,,,,,
talenddataquality,5,0.555957042,0.65606211,0.285332421,0.313019256,,,,,,,,
talenddataquality,5,0.568544446,0.663247953,0.314006485,0.319638277,,,,,,,,
talenddataquality,5,0.567609872,0.658057347,0.297664356,0.33878639,,,,,,,,
talenddataquality,5,0.555229871,0.658042423,0.31030379,0.332586653,,,,,,,,
talenddataquality,5,0.563142517,0.656347673,0.318445884,0.354582274,,,,,,,,
talenddataquality,5,0.566024745,0.662669191,0.314570552,0.32120072,,,,,,,,
talenddataquality,5,0.56109924,0.658140345,0.298154687,0.305634521,,,,,,,,
talenddataquality,5,0.565720433,0.653817209,0.307050976,0.320244821,,,,,,,,
talenddataquality,10,0.588033934,0.688241828,0.279700028,0.31066974,,,,,,,,
talenddataquality,10,0.595848838,0.694259532,0.317230263,0.319112196,,,,,,,,
talenddataquality,10,0.596345849,0.690592749,0.303905296,0.302934772,,,,,,,,
talenddataquality,10,0.598396248,0.693640206,0.312598111,0.319283363,,,,,,,,
talenddataquality,10,0.595767008,0.693398039,0.297752762,0.302731421,,,,,,,,
talenddataquality,10,0.597922078,0.693339769,0.313119354,0.313873918,,,,,,,,
talenddataquality,10,0.596985176,0.69215259,0.307052387,0.316560792,,,,,,,,
talenddataquality,10,0.598887372,0.693457388,0.311597491,0.338790194,,,,,,,,
talenddataquality,10,0.594872515,0.691425485,0.290658574,0.297852153,,,,,,,,
talenddataquality,10,0.599240573,0.694109843,0.315081395,0.331129251,,,,,,,,
talendesb,1,0.565355393,0.667553329,0.425620721,0.442818427,0.574438969,0.672835385,0.418850878,0.452813617,,,,
talendesb,1,0.570749115,0.66907716,0.406754338,0.434692985,,,,,,,,
talendesb,1,0.577044979,0.675361497,0.423701901,0.459651602,,,,,,,,
talendesb,1,0.571931297,0.676467201,0.420054587,0.466741994,,,,,,,,
talendesb,1,0.576916204,0.677644652,0.41088689,0.446131796,,,,,,,,
talendesb,1,0.570311251,0.667677614,0.440609556,0.49901133,,,,,,,,
talendesb,1,0.574371374,0.669001646,0.451207454,0.490017899,,,,,,,,
talendesb,1,0.578423172,0.674242243,0.402711924,0.425349695,,,,,,,,
talendesb,1,0.581396779,0.68055849,0.39130182,0.410538196,,,,,,,,
talendesb,1,0.577890121,0.670770018,0.415659588,0.453182239,,,,,,,,
talendesb,2,0.589193577,0.706822664,0.382467164,0.393041621,,,,,,,,
talendesb,2,0.588181646,0.699635717,0.374714995,0.399592093,,,,,,,,
talendesb,2,0.599230999,0.706404915,0.422561494,0.454212447,,,,,,,,
talendesb,2,0.588587146,0.703437516,0.4087934,0.432737892,,,,,,,,
talendesb,2,0.599191209,0.705363597,0.435684972,0.457939836,,,,,,,,
talendesb,2,0.587517222,0.699952175,0.421336807,0.433860103,,,,,,,,
talendesb,2,0.590770982,0.695861908,0.384873911,0.411712463,,,,,,,,
talendesb,2,0.591232321,0.700747779,0.407612724,0.419624842,,,,,,,,
talendesb,2,0.586967143,0.692158049,0.416426765,0.470549282,,,,,,,,
talendesb,2,0.592575916,0.704760507,0.407655536,0.43596652,,,,,,,,
talendesb,3,0.593746885,0.713709846,0.410476856,0.43605005,,,,,,,,
talendesb,3,0.604734824,0.72221634,0.400134672,0.42181721,,,,,,,,
talendesb,3,0.604846908,0.721309963,0.389720118,0.383890814,,,,,,,,
talendesb,3,0.59981122,0.722790492,0.378992605,0.403939301,,,,,,,,
talendesb,3,0.599268925,0.716094234,0.393706605,0.409470461,,,,,,,,
talendesb,3,0.611947433,0.72202252,0.35394581,0.374342936,,,,,,,,
talendesb,3,0.605277404,0.71648651,0.40587188,0.430516469,,,,,,,,
talendesb,3,0.596552079,0.719673864,0.397861931,0.420909272,,,,,,,,
talendesb,3,0.598577433,0.71920333,0.366628436,0.391666397,,,,,,,,
talendesb,3,0.604112926,0.71736058,0.410436949,0.424735929,,,,,,,,
talendesb,4,0.61956546,0.733608832,0.383720313,0.386199399,,,,,,,,
talendesb,4,0.606749112,0.734280206,0.351816198,0.379629557,,,,,,,,
talendesb,4,0.621143814,0.736672979,0.378582472,0.392682078,,,,,,,,
talendesb,4,0.604942301,0.736627368,0.386049677,0.399952847,,,,,,,,
talendesb,4,0.601388287,0.733977128,0.34204241,0.357432283,,,,,,,,
talendesb,4,0.603866949,0.727969884,0.39998319,0.418235091,,,,,,,,
talendesb,4,0.62036571,0.733013369,0.358404516,0.362898072,,,,,,,,
talendesb,4,0.608854702,0.737906167,0.363014624,0.37756309,,,,,,,,
talendesb,4,0.61955009,0.733689418,0.364387991,0.379761511,,,,,,,,
talendesb,4,0.610526558,0.734091516,0.37797511,0.388616935,,,,,,,,
talendesb,5,0.622370154,0.744398101,0.394670645,0.381280794,,,,,,,,
talendesb,5,0.626467678,0.74268081,0.371275876,0.3752424,,,,,,,,
talendesb,5,0.616591909,0.742392362,0.381158896,0.399513405,,,,,,,,
talendesb,5,0.621457696,0.744862636,0.373216753,0.365849476,,,,,,,,
talendesb,5,0.621845612,0.747712864,0.382497754,0.404916243,,,,,,,,
talendesb,5,0.619654035,0.739912474,0.386783898,0.392094944,,,,,,,,
talendesb,5,0.613539781,0.739640226,0.356352065,0.36691358,,,,,,,,
talendesb,5,0.621293794,0.74457432,0.349650597,0.349205152,,,,,,,,
talendesb,5,0.608981938,0.743227199,0.365759888,0.391397648,,,,,,,,
talendesb,5,0.617108892,0.745953141,0.388347912,0.399208338,,,,,,,,
talendesb,10,0.637029944,0.773037523,0.334657291,0.337296634,,,,,,,,
talendesb,10,0.630741999,0.767439568,0.341014528,0.320229817,,,,,,,,
talendesb,10,0.638867425,0.771837115,0.331730472,0.340686271,,,,,,,,
talendesb,10,0.642196667,0.772661278,0.329059136,0.323193327,,,,,,,,
talendesb,10,0.6359998,0.773497875,0.340037264,0.340766169,,,,,,,,
talendesb,10,0.643606458,0.772891624,0.345946129,0.346861461,,,,,,,,
talendesb,10,0.638900553,0.773371393,0.329593566,0.324393016,,,,,,,,
talendesb,10,0.637416684,0.771466907,0.374547547,0.365083176,,,,,,,,
talendesb,10,0.642023024,0.769563765,0.358653044,0.346161743,,,,,,,,
talendesb,10,0.643363811,0.771261146,0.312472358,0.313166057,,,,,,,,
titanium,1,0.477585019,0.523956897,0.234089689,0.249845145,0.474465773,0.521014501,0.209816319,0.243891664,,,,
titanium,1,0.466213375,0.512421294,0.247447133,0.290273167,,,,,,,,
titanium,1,0.461442571,0.515835303,0.168257136,0.195267229,,,,,,,,
titanium,1,0.485043823,0.514429336,0.197131684,0.197779245,,,,,,,,
titanium,1,0.481641207,0.529466151,0.23937276,0.276034236,,,,,,,,
titanium,1,0.472150803,0.524213938,0.187680177,0.236873274,,,,,,,,
titanium,1,0.467945446,0.521918624,0.224728017,0.284851443,,,,,,,,
titanium,1,0.476463447,0.523075988,0.201946473,0.257005673,,,,,,,,
titanium,1,0.470210101,0.51047315,0.19887135,0.217665541,,,,,,,,
titanium,1,0.485961934,0.534354333,0.198638768,0.233321686,,,,,,,,
titanium,2,0.509376859,0.567063644,0.221405084,0.282131649,,,,,,,,
titanium,2,0.50558459,0.569565513,0.207123944,0.253379077,,,,,,,,
titanium,2,0.512391559,0.570302514,0.209097069,0.250923796,,,,,,,,
titanium,2,0.497904852,0.569785613,0.185850472,0.264684893,,,,,,,,
titanium,2,0.502964176,0.564821241,0.185813701,0.267035464,,,,,,,,
titanium,2,0.504778053,0.566723796,0.179594199,0.239061031,,,,,,,,
titanium,2,0.508979615,0.560946209,0.21748819,0.266061523,,,,,,,,
titanium,2,0.494789741,0.562917302,0.174558888,0.245121693,,,,,,,,
titanium,2,0.513876783,0.567324898,0.190273023,0.245355066,,,,,,,,
titanium,2,0.522306476,0.56996282,0.17709919,0.237575174,,,,,,,,
titanium,3,0.521938235,0.596711544,0.17944826,0.263151061,,,,,,,,
titanium,3,0.533075008,0.592999763,0.197074878,0.264219309,,,,,,,,
titanium,3,0.530683839,0.587144742,0.169288989,0.245273899,,,,,,,,
titanium,3,0.516572322,0.586388608,0.161973262,0.208951128,,,,,,,,
titanium,3,0.524661931,0.588374934,0.171999373,0.238146973,,,,,,,,
titanium,3,0.527277195,0.591969136,0.18397486,0.270603888,,,,,,,,
titanium,3,0.526926712,0.589367622,0.22582759,0.292493501,,,,,,,,
titanium,3,0.527672675,0.587942633,0.180197736,0.262603626,,,,,,,,
titanium,3,0.521705095,0.586818649,0.207338195,0.251715349,,,,,,,,
titanium,3,0.534144396,0.59111466,0.222396373,0.293150847,,,,,,,,
titanium,4,0.542156546,0.605080215,0.165926061,0.236513838,,,,,,,,
titanium,4,0.533211545,0.607932448,0.173536501,0.254864181,,,,,,,,
titanium,4,0.534800808,0.603377776,0.172879577,0.237512896,,,,,,,,
titanium,4,0.532031479,0.602724128,0.177047284,0.267005967,,,,,,,,
titanium,4,0.53324792,0.601424229,0.201182448,0.298923659,,,,,,,,
titanium,4,0.534231179,0.602581602,0.17368616,0.248961405,,,,,,,,
titanium,4,0.534857247,0.601916853,0.180331517,0.256299872,,,,,,,,
titanium,4,0.538785626,0.606615457,0.184598094,0.268755105,,,,,,,,
titanium,4,0.533815865,0.59912607,0.174855025,0.251372407,,,,,,,,
titanium,4,0.537929404,0.603269867,0.167245436,0.234437293,,,,,,,,
titanium,5,0.534519049,0.614203742,0.153042031,0.22822422,,,,,,,,
titanium,5,0.54411657,0.610468652,0.175201736,0.240531147,,,,,,,,
titanium,5,0.535839951,0.60929734,0.191931378,0.28130307,,,,,,,,
titanium,5,0.536709882,0.61219669,0.188933423,0.271225236,,,,,,,,
titanium,5,0.540185663,0.614190441,0.173899449,0.243236021,,,,,,,,
titanium,5,0.543111108,0.610602157,0.193329049,0.284953073,,,,,,,,
titanium,5,0.541596625,0.612765281,0.195181189,0.275850822,,,,,,,,
titanium,5,0.545642177,0.613765476,0.176500831,0.255893282,,,,,,,,
titanium,5,0.544261358,0.614285818,0.188427564,0.274819188,,,,,,,,
titanium,5,0.542541563,0.611937196,0.197903965,0.264726024,,,,,,,,
titanium,10,0.560130776,0.635279568,0.156400098,0.248853205,,,,,,,,
titanium,10,0.564062194,0.63888271,0.155080421,0.2460454,,,,,,,,
titanium,10,0.565343172,0.635844202,0.172314736,0.251416686,,,,,,,,
titanium,10,0.559489854,0.639368476,0.162684233,0.255458633,,,,,,,,
titanium,10,0.555676202,0.637646509,0.161137088,0.249897158,,,,,,,,
titanium,10,0.560640799,0.638843159,0.152154809,0.236469627,,,,,,,,
titanium,10,0.561525256,0.63706684,0.153399605,0.229717879,,,,,,,,
titanium,10,0.562864007,0.635636101,0.153054966,0.255204044,,,,,,,,
titanium,10,0.56220036,0.638295369,0.150815338,0.223092946,,,,,,,,
titanium,10,0.557495451,0.635593033,0.176457686,0.261716943,,,,,,,,
usergrid,1,0.430849567,0.500361667,0.158425244,0.187194674,0.45794656,0.509850749,0.294524933,0.307472616,,,,
usergrid,1,0.465998779,0.495164273,0.289499307,0.308007576,,,,,,,,
usergrid,1,0.461200389,0.512923424,0.375809282,0.371776434,,,,,,,,
usergrid,1,0.451125901,0.519873738,0.249730465,0.277828417,,,,,,,,
usergrid,1,0.462564832,0.511477431,0.353119835,0.337540382,,,,,,,,
usergrid,1,0.477968801,0.521077057,0.284719065,0.312002584,,,,,,,,
usergrid,1,0.440601934,0.504551154,0.32785588,0.357955493,,,,,,,,
usergrid,1,0.473279538,0.517390831,0.336633247,0.348906559,,,,,,,,
usergrid,1,0.457837175,0.506132583,0.31676709,0.303517489,,,,,,,,
usergrid,1,0.458038679,0.509555333,0.252689917,0.26999655,,,,,,,,
usergrid,2,0.561502741,0.627736547,0.24335316,0.231236031,,,,,,,,
usergrid,2,0.555798542,0.610883265,0.304642506,0.300732672,,,,,,,,
usergrid,2,0.569552965,0.620055668,0.312358814,0.321519092,,,,,,,,
usergrid,2,0.566779558,0.629323176,0.381552689,0.333669144,,,,,,,,
usergrid,2,0.555515191,0.620368256,0.333514437,0.323038708,,,,,,,,
usergrid,2,0.544807355,0.612646699,0.266816002,0.272575084,,,,,,,,
usergrid,2,0.568375667,0.628801541,0.264325756,0.261043881,,,,,,,,
usergrid,2,0.552464199,0.612185733,0.316692382,0.290404785,,,,,,,,
usergrid,2,0.559431566,0.625578708,0.278489511,0.248460636,,,,,,,,
usergrid,2,0.547797449,0.607952103,0.286280793,0.292130684,,,,,,,,
usergrid,3,0.622671713,0.668753623,0.345429655,0.314856161,,,,,,,,
usergrid,3,0.617490218,0.675731671,0.266175707,0.232955053,,,,,,,,
usergrid,3,0.608804559,0.666379342,0.273975279,0.292570754,,,,,,,,
usergrid,3,0.616531601,0.68331028,0.343499795,0.311548762,,,,,,,,
usergrid,3,0.604291817,0.681456709,0.249835397,0.229551389,,,,,,,,
usergrid,3,0.623031614,0.682975274,0.282463024,0.240477496,,,,,,,,
usergrid,3,0.619742219,0.681116965,0.298815787,0.268071245,,,,,,,,
usergrid,3,0.611638498,0.674274006,0.313839804,0.243977426,,,,,,,,
usergrid,3,0.63033296,0.682000878,0.306161228,0.284766391,,,,,,,,
usergrid,3,0.599623571,0.669717041,0.338490462,0.32090712,,,,,,,,
usergrid,4,0.657630347,0.707850566,0.307704046,0.263869954,,,,,,,,
usergrid,4,0.656983041,0.704769987,0.309707133,0.309561572,,,,,,,,
usergrid,4,0.663390516,0.717316374,0.277958445,0.249945872,,,,,,,,
usergrid,4,0.639705397,0.706661461,0.303024841,0.280551348,,,,,,,,
usergrid,4,0.646961924,0.709601983,0.272532457,0.245847722,,,,,,,,
usergrid,4,0.659454441,0.715420277,0.297616114,0.254766011,,,,,,,,
usergrid,4,0.630229342,0.696970197,0.303799448,0.269171419,,,,,,,,
usergrid,4,0.650540048,0.714063034,0.241903908,0.222895334,,,,,,,,
usergrid,4,0.650024493,0.713629455,0.319514749,0.270704787,,,,,,,,
usergrid,4,0.646669825,0.713085055,0.281328371,0.241116972,,,,,,,,
usergrid,5,0.676505112,0.742699319,0.236746822,0.201503818,,,,,,,,
usergrid,5,0.668181484,0.738634059,0.264993314,0.244706291,,,,,,,,
usergrid,5,0.671684164,0.731584711,0.268436496,0.223273519,,,,,,,,
usergrid,5,0.664558013,0.730911,0.304171152,0.271399272,,,,,,,,
usergrid,5,0.683911627,0.743577223,0.267907253,0.220227411,,,,,,,,
usergrid,5,0.673680356,0.740736198,0.275395028,0.229276345,,,,,,,,
usergrid,5,0.673736386,0.733125232,0.332661138,0.276411942,,,,,,,,
usergrid,5,0.679943297,0.735863178,0.315310183,0.257619588,,,,,,,,
usergrid,5,0.678314459,0.747623069,0.31765295,0.264275643,,,,,,,,
usergrid,5,0.682936373,0.736768238,0.246609957,0.218590901,,,,,,,,
usergrid,10,0.733464183,0.793792472,0.238144348,0.217442594,,,,,,,,
usergrid,10,0.746284099,0.802331841,0.211280949,0.188659281,,,,,,,,
usergrid,10,0.735723482,0.801339533,0.181109242,0.122703826,,,,,,,,
usergrid,10,0.734995403,0.799229998,0.231039033,0.16426979,,,,,,,,
usergrid,10,0.733680593,0.800892781,0.240889284,0.20870996,,,,,,,,
usergrid,10,0.739109493,0.794277705,0.243471347,0.200878093,,,,,,,,
usergrid,10,0.734125323,0.795760446,0.250529471,0.210793415,,,,,,,,
usergrid,10,0.73727727,0.803805568,0.258003666,0.216830622,,,,,,,,
usergrid,10,0.724866333,0.79574889,0.237631161,0.185826332,,,,,,,,
usergrid,10,0.73917602,0.798570155,0.273619166,0.226250865,,,,,,,,
