Data,N,Pearson Train,Spearman Train,Pearson Test,Spearman Test,,,,,,,,
duracloud,3,0.530662983,0.715812446,0.288064383,0.279498133,,,,,,,,
duracloud,4,0.559457979,0.741118042,0.396279208,0.439462098,,,,,,,,
duracloud,4,0.538282641,0.732622866,0.334780903,0.380865165,,,,,,,,
duracloud,4,0.556784107,0.740437514,0.335717959,0.37993067,,,,,,,,
duracloud,4,0.550233732,0.745117662,0.352710205,0.395459548,,,,,,,,
duracloud,4,0.555845373,0.735340104,0.373453289,0.39895104,,,,,,,,
duracloud,4,0.554604233,0.743856907,0.374293144,0.411183451,,,,,,,,
duracloud,4,0.541833785,0.73553653,0.343799207,0.360392941,,,,,,,,
duracloud,4,0.549987465,0.741149547,0.338271104,0.329589802,,,,,,,,
duracloud,4,0.555250432,0.739172365,0.370261907,0.406852267,,,,,,,,
duracloud,4,0.549052305,0.742096821,0.362146827,0.371750448,,,,,,,,
duracloud,5,0.557862067,0.751221526,0.372950401,0.370699479,,,,,,,,
duracloud,5,0.560723952,0.750603094,0.354448114,0.394443792,,,,,,,,
duracloud,5,0.565661719,0.757597706,0.33893489,0.371999647,,,,,,,,
duracloud,5,0.557380739,0.753698345,0.372776749,0.410370846,,,,,,,,
duracloud,5,0.555384081,0.750023477,0.365353271,0.408872944,,,,,,,,
duracloud,5,0.549199908,0.749271889,0.3873632,0.435371987,,,,,,,,
duracloud,5,0.557603964,0.752415224,0.343148715,0.376401256,,,,,,,,
duracloud,5,0.55076755,0.756737462,0.359842631,0.42220508,,,,,,,,
duracloud,5,0.55406714,0.754415295,0.325875257,0.348683306,,,,,,,,
duracloud,5,0.560304139,0.75180284,0.326329881,0.363938607,,,,,,,,
duracloud,10,0.579977749,0.80021584,0.334941238,0.354932237,,,,,,,,
duracloud,10,0.577791792,0.797185556,0.33616882,0.387282034,,,,,,,,
duracloud,10,0.581085405,0.802081972,0.309066953,0.336098766,,,,,,,,
duracloud,10,0.578359548,0.802388142,0.305983143,0.334292075,,,,,,,,
duracloud,10,0.584896258,0.800083816,0.278182862,0.297716732,,,,,,,,
duracloud,10,0.576477244,0.795221466,0.32895014,0.369028222,,,,,,,,
duracloud,10,0.580657012,0.79878033,0.309099749,0.325461769,,,,,,,,
duracloud,10,0.582483106,0.796435361,0.298681929,0.33777815,,,,,,,,
duracloud,10,0.578020648,0.798610753,0.285264631,0.31449973,,,,,,,,
duracloud,10,0.577584874,0.795768235,0.320991179,0.382796456,,,,,,,,
jirasoftware,1,0.553489338,0.64403056,0.415281503,0.412188191,0.550389616,0.646197905,0.441387212,0.438570638,,,,
jirasoftware,1,0.562033045,0.647717855,0.443895133,0.449879853,,,,,,,,
jirasoftware,1,0.570529653,0.657990073,0.413495622,0.398319856,,,,,,,,
jirasoftware,1,0.548052129,0.625219114,0.407951479,0.437727896,,,,,,,,
jirasoftware,1,0.506166857,0.601631046,0.362677371,0.351462735,,,,,,,,
jirasoftware,1,0.569495841,0.661530029,0.470104337,0.465979479,,,,,,,,
jirasoftware,1,0.558789834,0.641019506,0.523779945,0.467575711,,,,,,,,
jirasoftware,1,0.555491193,0.676937657,0.473248078,0.45027462,,,,,,,,
jirasoftware,1,0.546053933,0.672759024,0.461377698,0.473806163,,,,,,,,
jirasoftware,1,0.533794334,0.633144187,0.442060954,0.478491875,,,,,,,,
jirasoftware,2,0.586996767,0.718348019,0.462860438,0.545619421,0.610663897,0.723264114,0.489726453,0.503194367,,,,
jirasoftware,2,0.613386243,0.716227974,0.538421703,0.542108919,,,,,,,,
jirasoftware,2,0.601446236,0.713955611,0.490453374,0.491913952,,,,,,,,
jirasoftware,2,0.60652571,0.719906802,0.433155387,0.525057212,,,,,,,,
jirasoftware,2,0.637014988,0.726357445,0.43990684,0.433883209,,,,,,,,
jirasoftware,2,0.593092133,0.71191752,0.496767729,0.507103897,,,,,,,,
jirasoftware,2,0.626305085,0.748053148,0.513735362,0.52219086,,,,,,,,
jirasoftware,2,0.626462612,0.732361616,0.514029054,0.520766267,,,,,,,,
jirasoftware,2,0.608281706,0.728338929,0.429678717,0.432235486,,,,,,,,
jirasoftware,2,0.607127491,0.717174075,0.578255921,0.511064446,,,,,,,,
jirasoftware,3,0.648694183,0.76986872,0.491314546,0.460109466,0.64958583,0.771865122,0.504154431,0.500077046,,,,
jirasoftware,3,0.673665111,0.773881597,0.521159577,0.476415058,,,,,,,,
jirasoftware,3,0.655440881,0.783562949,0.521362415,0.552759554,,,,,,,,
jirasoftware,3,0.669058382,0.779196033,0.507616221,0.476603859,,,,,,,,
jirasoftware,3,0.632862614,0.759653708,0.48331484,0.497269051,,,,,,,,
jirasoftware,3,0.635447666,0.771944711,0.501477138,0.496822793,,,,,,,,
jirasoftware,3,0.625001869,0.763683807,0.451909594,0.488927454,,,,,,,,
jirasoftware,3,0.65726628,0.780035767,0.492140058,0.504426348,,,,,,,,
jirasoftware,3,0.654846881,0.773096834,0.552408113,0.501800289,,,,,,,,
jirasoftware,3,0.643574432,0.763727096,0.518841809,0.545636585,,,,,,,,
jirasoftware,4,0.677397191,0.798605632,0.496491143,0.513557479,0.679283482,0.799553723,0.497763599,0.484346048,,,,
jirasoftware,4,0.677527384,0.798807896,0.507488229,0.497835456,,,,,,,,
jirasoftware,4,0.678337266,0.797831202,0.48436501,0.441040506,,,,,,,,
jirasoftware,4,0.673771753,0.800574186,0.491807634,0.444593408,,,,,,,,
jirasoftware,4,0.677185258,0.792953559,0.499924689,0.515531314,,,,,,,,
jirasoftware,4,0.672800032,0.807198009,0.508547904,0.513179876,,,,,,,,
jirasoftware,4,0.667063417,0.796047731,0.555980083,0.581148447,,,,,,,,
jirasoftware,4,0.693159695,0.805896684,0.506417791,0.468927718,,,,,,,,
jirasoftware,4,0.693839416,0.798011318,0.490163402,0.448438095,,,,,,,,
jirasoftware,4,0.681753404,0.799611011,0.436450108,0.419208177,,,,,,,,
jirasoftware,5,0.700990889,0.827479343,0.525619974,0.511343351,0.702538473,0.825931005,0.485067028,0.473100732,,,,
jirasoftware,5,0.706587754,0.831599741,0.460131341,0.486884964,,,,,,,,
jirasoftware,5,0.705766401,0.828796194,0.486818644,0.428493782,,,,,,,,
jirasoftware,5,0.696559094,0.822237659,0.496363721,0.451613395,,,,,,,,
jirasoftware,5,0.71078339,0.829147672,0.475120464,0.432510107,,,,,,,,
jirasoftware,5,0.701389271,0.820014137,0.483113306,0.460521397,,,,,,,,
jirasoftware,5,0.700809744,0.812806592,0.471444972,0.495295216,,,,,,,,
jirasoftware,5,0.705345406,0.8263533,0.496221339,0.49199977,,,,,,,,
jirasoftware,5,0.689904842,0.83070956,0.48263979,0.455011823,,,,,,,,
jirasoftware,5,0.707247938,0.830165846,0.473196726,0.517333511,,,,,,,,
jirasoftware,10,0.753351314,0.888042246,0.435574683,0.419019375,0.759145651,0.893727818,0.439030797,0.426149844,,,,
jirasoftware,10,0.759718949,0.894364879,0.425160505,0.40410405,,,,,,,,
jirasoftware,10,0.757578067,0.894456597,0.430228967,0.439169654,,,,,,,,
jirasoftware,10,0.756428812,0.891696924,0.43454381,0.468725684,,,,,,,,
jirasoftware,10,0.766330508,0.898758595,0.450011509,0.415414981,,,,,,,,
jirasoftware,10,0.761192517,0.895288279,0.42820631,0.40283393,,,,,,,,
jirasoftware,10,0.761985521,0.890480256,0.464031789,0.4143165,,,,,,,,
jirasoftware,10,0.760680315,0.893099611,0.467684673,0.474252421,,,,,,,,
jirasoftware,10,0.753633962,0.893652112,0.42555134,0.393599816,,,,,,,,
jirasoftware,10,0.760556546,0.897438677,0.42931438,0.430062033,,,,,,,,
mesos,1,0.485661921,0.582380474,0.454436658,0.451710935,0.484253628,0.579944781,0.435933092,0.440158936,,,,
mesos,1,0.480937476,0.57519851,0.452970823,0.466024991,,,,,,,,
mesos,1,0.477503711,0.5823108,0.42359918,0.41754254,,,,,,,,
mesos,1,0.478816892,0.575994336,0.446084237,0.467326701,,,,,,,,
mesos,1,0.48052415,0.584898108,0.445286331,0.451668232,,,,,,,,
mesos,1,0.496806206,0.57684887,0.415913271,0.409001259,,,,,,,,
mesos,1,0.491224529,0.577776042,0.428060386,0.435433843,,,,,,,,
mesos,1,0.491208547,0.589029736,0.425670161,0.439958084,,,,,,,,
mesos,1,0.478364682,0.579330301,0.469056124,0.454778034,,,,,,,,
mesos,1,0.481488164,0.57568063,0.398253755,0.408144743,,,,,,,,
mesos,2,0.504905239,0.610065964,0.427083691,0.425574819,0.511759223,0.613586556,0.417256596,0.414907184,,,,
mesos,2,0.505707609,0.613520089,0.429109031,0.419320528,,,,,,,,
mesos,2,0.526035781,0.617305093,0.406027754,0.397494811,,,,,,,,
mesos,2,0.513624722,0.611348825,0.442578194,0.443602903,,,,,,,,
mesos,2,0.511517718,0.61036308,0.411172804,0.407309332,,,,,,,,
mesos,2,0.499852661,0.603007006,0.397086144,0.399777056,,,,,,,,
mesos,2,0.511644796,0.613578618,0.405929684,0.394438674,,,,,,,,
mesos,2,0.525936456,0.621576036,0.413075891,0.407442677,,,,,,,,
mesos,2,0.507526555,0.617789212,0.421520774,0.418931619,,,,,,,,
mesos,2,0.510840694,0.617311639,0.418981996,0.435179424,,,,,,,,
mesos,3,0.526054375,0.632272646,0.423013517,0.420952082,0.525201089,0.632586724,0.419278588,0.417222937,,,,
mesos,3,0.515817596,0.635014251,0.408559604,0.406879683,,,,,,,,
mesos,3,0.514866488,0.630193898,0.405167034,0.421874372,,,,,,,,
mesos,3,0.530957044,0.638494706,0.419480067,0.42130876,,,,,,,,
mesos,3,0.528984455,0.631751322,0.424208964,0.41282458,,,,,,,,
mesos,3,0.530841132,0.633884815,0.401241271,0.40299288,,,,,,,,
mesos,3,0.531163698,0.635770881,0.454284222,0.444150354,,,,,,,,
mesos,3,0.524971413,0.629271871,0.423509665,0.405029868,,,,,,,,
mesos,3,0.519453345,0.634705776,0.400434695,0.395447678,,,,,,,,
mesos,3,0.528901349,0.624507073,0.432886844,0.440769116,,,,,,,,
mesos,4,0.532984465,0.645138006,0.412326766,0.394115373,0.529977488,0.642893364,0.423587861,0.416810402,,,,
mesos,4,0.53698318,0.645998275,0.425449008,0.430331228,,,,,,,,
mesos,4,0.530860325,0.643274734,0.417696791,0.416156079,,,,,,,,
mesos,4,0.526583492,0.642146288,0.444315816,0.43134465,,,,,,,,
mesos,4,0.531465518,0.644468662,0.400120041,0.397114573,,,,,,,,
mesos,4,0.525368563,0.644885657,0.419751631,0.419178512,,,,,,,,
mesos,4,0.527544979,0.640609497,0.438390137,0.426945246,,,,,,,,
mesos,4,0.527570592,0.639340091,0.433603198,0.43061297,,,,,,,,
mesos,4,0.53485298,0.641814887,0.413181901,0.406958545,,,,,,,,
mesos,4,0.525560791,0.641257541,0.431043321,0.415346846,,,,,,,,
mesos,5,0.537194697,0.654866372,0.422715479,0.41149293,0.535338299,0.65383708,0.399030634,0.393305176,,,,
mesos,5,0.535081072,0.655852704,0.41536322,0.409077013,,,,,,,,
mesos,5,0.532878729,0.651266875,0.413360691,0.412800038,,,,,,,,
mesos,5,0.53029792,0.654898781,0.38886562,0.387935691,,,,,,,,
mesos,5,0.539606705,0.652141228,0.386537204,0.388439129,,,,,,,,
mesos,5,0.525759593,0.651826851,0.398282777,0.39865254,,,,,,,,
mesos,5,0.537986309,0.653089101,0.383725988,0.370250541,,,,,,,,
mesos,5,0.539474078,0.655640376,0.3856055,0.386021249,,,,,,,,
mesos,5,0.533933523,0.656213405,0.395276618,0.378372971,,,,,,,,
mesos,5,0.541170366,0.652575108,0.400573239,0.390009656,,,,,,,,
mesos,10,0.554035372,0.674596468,0.380694373,0.374478805,0.549514524,0.674288402,0.390040192,0.388770659,,,,
mesos,10,0.548711251,0.673012863,0.369756049,0.378385078,,,,,,,,
mesos,10,0.552969728,0.674534829,0.390934903,0.393122239,,,,,,,,
mesos,10,0.551759689,0.676261511,0.393089636,0.394209124,,,,,,,,
mesos,10,0.542092778,0.674014904,0.398397679,0.393983174,,,,,,,,
mesos,10,0.549395536,0.67559471,0.389376844,0.381240952,,,,,,,,
mesos,10,0.543202121,0.67320843,0.387967759,0.396255766,,,,,,,,
mesos,10,0.548392808,0.67447856,0.412690738,0.415367789,,,,,,,,
mesos,10,0.551569851,0.672865983,0.405649593,0.399407289,,,,,,,,
mesos,10,0.553016106,0.674315758,0.371844344,0.361256378,,,,,,,,
moodle,1,0.509750123,0.641999581,0.292464987,0.328975338,0.50334048,0.632584265,0.292892071,0.327633066,,,,
moodle,1,0.503397699,0.628403251,0.313466373,0.346133871,,,,,,,,
moodle,1,0.516104851,0.635469014,0.252602626,0.274372894,,,,,,,,
moodle,1,0.502743516,0.629072761,0.318811908,0.368086775,,,,,,,,
moodle,1,0.51872954,0.633142594,0.288947913,0.334943049,,,,,,,,
moodle,1,0.494353704,0.639040175,0.329043294,0.364911553,,,,,,,,
moodle,1,0.502531805,0.621029907,0.306457739,0.320571788,,,,,,,,
moodle,1,0.492179575,0.638013836,0.234764559,0.253077799,,,,,,,,
moodle,1,0.494091484,0.629565497,0.292884163,0.318359804,,,,,,,,
moodle,1,0.4995225,0.630106037,0.299477154,0.366897786,,,,,,,,
moodle,2,0.520967721,0.666318822,0.35994515,0.372873085,0.5305284,0.677387975,0.286953161,0.3118289,,,,
moodle,2,0.534930634,0.679215183,0.280449054,0.307408487,,,,,,,,
moodle,2,0.545251517,0.686837508,0.283632258,0.278723352,,,,,,,,
moodle,2,0.534939606,0.670728632,0.284757836,0.325658784,,,,,,,,
moodle,2,0.524866548,0.678190295,0.298434644,0.310122247,,,,,,,,
moodle,2,0.532814546,0.678305971,0.226987353,0.23262026,,,,,,,,
moodle,2,0.515880938,0.675921907,0.234438696,0.283466504,,,,,,,,
moodle,2,0.520097209,0.674163519,0.325838923,0.360110541,,,,,,,,
moodle,2,0.530428828,0.680080307,0.273289575,0.31789929,,,,,,,,
moodle,2,0.545106454,0.68411761,0.301758117,0.329406448,,,,,,,,
moodle,3,0.530054968,0.699068016,0.273950607,0.30774664,0.545454338,0.69618494,0.291076426,0.322955173,,,,
moodle,3,0.554830272,0.698306105,0.296248041,0.322468385,,,,,,,,
moodle,3,0.541127577,0.697095525,0.31614349,0.360817674,,,,,,,,
moodle,3,0.55536487,0.694265049,0.299838893,0.335151253,,,,,,,,
moodle,3,0.545260745,0.696036462,0.280960505,0.29852403,,,,,,,,
moodle,3,0.549808226,0.6990302,0.266274886,0.290814808,,,,,,,,
moodle,3,0.54913912,0.699604968,0.277251516,0.297251095,,,,,,,,
moodle,3,0.540886027,0.694071633,0.286438057,0.308483652,,,,,,,,
moodle,3,0.538541763,0.696487225,0.288828069,0.330667526,,,,,,,,
moodle,3,0.54952981,0.687884213,0.324830194,0.377626671,,,,,,,,
moodle,4,0.544172193,0.706075769,0.275286344,0.29705048,0.555659506,0.710989332,0.266850632,0.287377173,,,,
moodle,4,0.550159431,0.708285407,0.256325544,0.260344055,,,,,,,,
moodle,4,0.554381867,0.712225045,0.2465037,0.24935622,,,,,,,,
moodle,4,0.549757207,0.71117378,0.271562056,0.31196952,,,,,,,,
moodle,4,0.548034251,0.716324746,0.305060749,0.346672164,,,,,,,,
moodle,4,0.561471159,0.710800331,0.231437212,0.252460302,,,,,,,,
moodle,4,0.560835681,0.711745901,0.30327602,0.326117401,,,,,,,,
moodle,4,0.556306591,0.713786458,0.236782457,0.254437999,,,,,,,,
moodle,4,0.565356616,0.709039595,0.26356739,0.277845008,,,,,,,,
moodle,4,0.566120066,0.710436287,0.278704852,0.297518582,,,,,,,,
moodle,5,0.561173032,0.719398797,0.280326281,0.316933681,0.558101789,0.717637459,0.26972085,0.302905173,,,,
moodle,5,0.560172353,0.715455174,0.290284845,0.317503276,,,,,,,,
moodle,5,0.550484897,0.715902954,0.253076298,0.261085335,,,,,,,,
moodle,5,0.560012052,0.713230741,0.235987201,0.274197415,,,,,,,,
moodle,5,0.554327621,0.713162436,0.25565691,0.285791838,,,,,,,,
moodle,5,0.563961834,0.716978054,0.292560307,0.339365121,,,,,,,,
moodle,5,0.556625314,0.723369545,0.217850194,0.24342645,,,,,,,,
moodle,5,0.567311813,0.721774958,0.343891928,0.401359028,,,,,,,,
moodle,5,0.548084389,0.718385715,0.28599433,0.323097738,,,,,,,,
moodle,5,0.558864586,0.718716211,0.24158021,0.266291846,,,,,,,,
moodle,10,0.573853147,0.745943428,0.204438526,0.228310589,0.570987217,0.746148376,0.236152251,0.266891985,,,,
moodle,10,0.576681226,0.74518293,0.234093648,0.256850599,,,,,,,,
moodle,10,0.570931966,0.745791701,0.223582924,0.242405352,,,,,,,,
moodle,10,0.567487274,0.747222269,0.21270299,0.236200033,,,,,,,,
moodle,10,0.561428259,0.744866922,0.200842354,0.22473793,,,,,,,,
moodle,10,0.57321571,0.746498989,0.232349044,0.269366524,,,,,,,,
moodle,10,0.567446525,0.744857158,0.312160814,0.372069201,,,,,,,,
moodle,10,0.567664268,0.745306815,0.25737633,0.29071948,,,,,,,,
moodle,10,0.576342095,0.749227343,0.248996339,0.267413015,,,,,,,,
moodle,10,0.574821703,0.746586202,0.234979538,0.280847123,,,,,,,,
mule,1,0.551535966,0.597275187,0.345955361,0.352430859,0.543154376,0.578954848,0.31878209,0.323508709,,,,
mule,1,0.5236508,0.562902542,0.348708473,0.373855117,,,,,,,,
mule,1,0.544417256,0.580686657,0.303756195,0.294085936,,,,,,,,
mule,1,0.541319498,0.568463648,0.315809819,0.30441251,,,,,,,,
mule,1,0.542249102,0.578696464,0.339013689,0.319498818,,,,,,,,
mule,1,0.537855472,0.572684371,0.360451619,0.360592429,,,,,,,,
mule,1,0.547159901,0.585893803,0.326765117,0.321260269,,,,,,,,
mule,1,0.535649488,0.569971781,0.265782852,0.286384634,,,,,,,,
mule,1,0.546136656,0.579568956,0.281306273,0.30804557,,,,,,,,
mule,1,0.561569622,0.593405074,0.300271501,0.314520947,,,,,,,,
mule,2,0.598948586,0.647934443,0.27069465,0.282734122,,,,,,,,
mule,2,0.607591487,0.644439552,0.293574784,0.284317792,,,,,,,,
mule,2,0.593640792,0.637478672,0.228818011,0.238970523,,,,,,,,
mule,2,0.593038637,0.650345628,0.224210553,0.246949949,,,,,,,,
mule,2,0.595081189,0.646967625,0.242460135,0.257702979,,,,,,,,
mule,2,0.596998549,0.64117042,0.204615822,0.254142994,,,,,,,,
mule,2,0.603025284,0.645540281,0.235803986,0.265252677,,,,,,,,
mule,2,0.600296907,0.645937807,0.243727874,0.283678652,,,,,,,,
mule,2,0.604831695,0.646416961,0.267319808,0.297381976,,,,,,,,
mule,2,0.591933449,0.637517981,0.293921263,0.287937764,,,,,,,,
mule,3,0.622976758,0.675388901,0.259927215,0.283927328,,,,,,,,
mule,3,0.624054435,0.678530328,0.23756288,0.244818757,,,,,,,,
mule,3,0.611134945,0.659798536,0.227333006,0.238407731,,,,,,,,
mule,3,0.614328403,0.672636181,0.249461935,0.268867196,,,,,,,,
mule,3,0.622670854,0.668254698,0.251217421,0.26455246,,,,,,,,
mule,3,0.614369189,0.662187827,0.26690828,0.273989037,,,,,,,,
mule,3,0.602181295,0.652414544,0.255188601,0.265226501,,,,,,,,
mule,3,0.625902847,0.673978444,0.236722615,0.270054948,,,,,,,,
mule,3,0.621189616,0.668749217,0.259905465,0.283429977,,,,,,,,
mule,3,0.62596267,0.672696787,0.263579101,0.312878381,,,,,,,,
mule,4,0.635400058,0.698203814,0.213720524,0.249230564,,,,,,,,
mule,4,0.639964508,0.697898906,0.228327341,0.261174619,,,,,,,,
mule,4,0.636416311,0.690317954,0.225932922,0.264293968,,,,,,,,
mule,4,0.632899121,0.686575513,0.198919516,0.211775467,,,,,,,,
mule,4,0.643472043,0.695998699,0.252169682,0.282663228,,,,,,,,
mule,4,0.642841515,0.692020381,0.228370504,0.258156703,,,,,,,,
mule,4,0.635456497,0.689144177,0.219500037,0.220281693,,,,,,,,
mule,4,0.640643388,0.694888222,0.205103006,0.220055922,,,,,,,,
mule,4,0.638584416,0.690332379,0.253005458,0.252986872,,,,,,,,
mule,4,0.636853873,0.688597803,0.26473643,0.280980306,,,,,,,,
mule,5,0.645404544,0.708203061,0.247033345,0.274621632,,,,,,,,
mule,5,0.64595527,0.707538775,0.227522514,0.244527545,,,,,,,,
mule,5,0.649749449,0.714302115,0.198052647,0.226511666,,,,,,,,
mule,5,0.644357491,0.706115089,0.21614451,0.259588768,,,,,,,,
mule,5,0.648873866,0.705995639,0.193324247,0.235267658,,,,,,,,
mule,5,0.646303937,0.709262925,0.196772731,0.235735561,,,,,,,,
mule,5,0.654440287,0.71066646,0.212182381,0.240513837,,,,,,,,
mule,5,0.643237906,0.708428752,0.195596188,0.213137729,,,,,,,,
mule,5,0.644090582,0.708019194,0.207245577,0.220603444,,,,,,,,
mule,5,0.644878892,0.704984166,0.195514172,0.20856341,,,,,,,,
mule,10,0.671422454,0.739434502,0.191021575,0.224536442,,,,,,,,
mule,10,0.673678823,0.74378223,0.163233723,0.204242129,,,,,,,,
mule,10,0.679435527,0.743347548,0.146523714,0.16486416,,,,,,,,
mule,10,0.676435084,0.744170475,0.178109333,0.195742448,,,,,,,,
mule,10,0.675468929,0.74338708,0.177536184,0.219715629,,,,,,,,
mule,10,0.673158187,0.74296067,0.143080461,0.172525108,,,,,,,,
mule,10,0.67705653,0.738036105,0.153978917,0.170897811,,,,,,,,
mule,10,0.676568075,0.744691178,0.135635392,0.164424616,,,,,,,,
mule,10,0.676093157,0.748535876,0.168785101,0.192149742,,,,,,,,
mule,10,0.674054957,0.748964662,0.157822275,0.192108296,,,,,,,,
mulestudio,1,0.394791033,0.519826227,0.251405706,0.265313747,0.395168554,0.501473192,0.226514061,0.214790021,,,,
mulestudio,1,0.378601328,0.48086669,0.19226895,0.168961064,,,,,,,,
mulestudio,1,0.401034807,0.511982243,0.206460684,0.153444488,,,,,,,,
mulestudio,1,0.396164551,0.495732324,0.231156788,0.192469681,,,,,,,,
mulestudio,1,0.404122005,0.512514273,0.252887474,0.274860923,,,,,,,,
mulestudio,1,0.387341361,0.503346275,0.265429921,0.237516434,,,,,,,,
mulestudio,1,0.420248258,0.503945694,0.284104225,0.308204562,,,,,,,,
mulestudio,1,0.383781583,0.49314699,0.161184417,0.149590458,,,,,,,,
mulestudio,1,0.389190124,0.500924965,0.198628443,0.180003488,,,,,,,,
mulestudio,1,0.396410489,0.49244624,0.221613999,0.217535365,,,,,,,,
mulestudio,2,0.45421693,0.588080931,0.188824474,0.197465431,,,,,,,,
mulestudio,2,0.440388844,0.581592202,0.277205751,0.271688834,,,,,,,,
mulestudio,2,0.452044268,0.593519963,0.204363236,0.197293497,,,,,,,,
mulestudio,2,0.463486678,0.603290511,0.239043335,0.240365905,,,,,,,,
mulestudio,2,0.47337924,0.598806139,0.300183482,0.320025519,,,,,,,,
mulestudio,2,0.475162238,0.591820639,0.21031915,0.158133075,,,,,,,,
mulestudio,2,0.459232597,0.593373614,0.15802812,0.101342638,,,,,,,,
mulestudio,2,0.432266348,0.581685614,0.18032489,0.161635509,,,,,,,,
mulestudio,2,0.461965334,0.577348113,0.295740907,0.313718046,,,,,,,,
mulestudio,2,0.453541627,0.57971397,0.204018495,0.195947002,,,,,,,,
mulestudio,3,0.502491263,0.631855898,0.17879168,0.176091502,,,,,,,,
mulestudio,3,0.490370014,0.634203741,0.23508223,0.235059128,,,,,,,,
mulestudio,3,0.472292107,0.628468145,0.284891834,0.261990974,,,,,,,,
mulestudio,3,0.507763298,0.640616212,0.330616123,0.291347285,,,,,,,,
mulestudio,3,0.489372132,0.619876213,0.290643336,0.289208733,,,,,,,,
mulestudio,3,0.497429308,0.633320523,0.205600063,0.214181683,,,,,,,,
mulestudio,3,0.484109043,0.640802363,0.278151436,0.235285154,,,,,,,,
mulestudio,3,0.495829449,0.628670898,0.208569263,0.181620442,,,,,,,,
mulestudio,3,0.497936002,0.635699944,0.267923946,0.285240724,,,,,,,,
mulestudio,3,0.492845466,0.629564428,0.161126358,0.169272091,,,,,,,,
mulestudio,4,0.48883831,0.652675746,0.198146768,0.179686665,,,,,,,,
mulestudio,4,0.493093123,0.650331861,0.259275956,0.239863626,,,,,,,,
mulestudio,4,0.508423581,0.66236264,0.239450478,0.235574931,,,,,,,,
mulestudio,4,0.501943228,0.663606039,0.205610263,0.205254629,,,,,,,,
mulestudio,4,0.501861343,0.646947423,0.250256159,0.270547114,,,,,,,,
mulestudio,4,0.510503351,0.656031921,0.247428849,0.229346664,,,,,,,,
mulestudio,4,0.497656122,0.654634225,0.24354856,0.242309341,,,,,,,,
mulestudio,4,0.513561229,0.661365172,0.206690228,0.197077131,,,,,,,,
mulestudio,4,0.521921355,0.666921645,0.163679447,0.129292566,,,,,,,,
mulestudio,4,0.498682915,0.656009243,0.205275137,0.220411882,,,,,,,,
mulestudio,5,0.519834172,0.680157248,0.196953896,0.172625773,,,,,,,,
mulestudio,5,0.533433057,0.69020245,0.208325725,0.188223487,,,,,,,,
mulestudio,5,0.526323753,0.678397501,0.109279324,0.095645628,,,,,,,,
mulestudio,5,0.525274974,0.679158675,0.207094688,0.161990968,,,,,,,,
mulestudio,5,0.522945297,0.680449731,0.159394784,0.176294346,,,,,,,,
mulestudio,5,0.544621134,0.687133419,0.172609206,0.171360415,,,,,,,,
mulestudio,5,0.522830705,0.670557782,0.237041378,0.20946605,,,,,,,,
mulestudio,5,0.528992013,0.679314261,0.173742173,0.16266325,,,,,,,,
mulestudio,5,0.526266764,0.690041709,0.189281276,0.192850255,,,,,,,,
mulestudio,5,0.518923609,0.684061165,0.211687886,0.191772285,,,,,,,,
mulestudio,10,0.57589513,0.737285412,0.186997425,0.180488381,,,,,,,,
mulestudio,10,0.569191072,0.735919018,0.169972204,0.164969873,,,,,,,,
mulestudio,10,0.571036939,0.737533214,0.153207508,0.136990967,,,,,,,,
mulestudio,10,0.559306367,0.735413563,0.195687762,0.197500205,,,,,,,,
mulestudio,10,0.568192521,0.733593086,0.203909368,0.187435294,,,,,,,,
mulestudio,10,0.56870261,0.736296199,0.153925496,0.140437378,,,,,,,,
mulestudio,10,0.55883412,0.740147763,0.216153803,0.199737281,,,,,,,,
mulestudio,10,0.571415236,0.732811873,0.181228525,0.183196827,,,,,,,,
mulestudio,10,0.571567512,0.733940929,0.206295119,0.183981156,,,,,,,,
mulestudio,10,0.567380646,0.740499105,0.215692752,0.224746941,,,,,,,,
springxd,1,0.457344363,0.54282259,0.40479948,0.407869348,0.454412993,0.543000093,0.406609126,0.404075995,,,,
springxd,1,0.451051809,0.544106377,0.387755166,0.395924092,,,,,,,,
springxd,1,0.448343223,0.541005357,0.420952559,0.424891403,,,,,,,,
springxd,1,0.462686553,0.544973636,0.399531599,0.399064061,,,,,,,,
springxd,1,0.449779289,0.538372781,0.392859786,0.393511115,,,,,,,,
springxd,1,0.463008547,0.553155332,0.411239349,0.40452308,,,,,,,,
springxd,1,0.451341658,0.53839405,0.397674816,0.383692884,,,,,,,,
springxd,1,0.454411538,0.539371349,0.437083313,0.430817581,,,,,,,,
springxd,1,0.45134609,0.541150139,0.398735426,0.393895882,,,,,,,,
springxd,1,0.454816866,0.546649321,0.415459761,0.406570502,,,,,,,,
springxd,2,0.476562313,0.578243241,0.42101836,0.420571014,,,,,,,,
springxd,2,0.482862169,0.578002483,0.400637224,0.400420105,,,,,,,,
springxd,2,0.472644709,0.57314008,0.399115684,0.387881726,,,,,,,,
springxd,2,0.477118144,0.576515662,0.404615108,0.395957734,,,,,,,,
springxd,2,0.474496953,0.576871265,0.406239113,0.401909493,,,,,,,,
springxd,2,0.485095457,0.579635447,0.418338096,0.42155536,,,,,,,,
springxd,2,0.475345883,0.570532543,0.407886467,0.391954462,,,,,,,,
springxd,2,0.465430924,0.570125602,0.395947738,0.390886256,,,,,,,,
